,Alcohol,Appellation,Category,Points,Price,Review,Url,Variety,Wine,Winery,Appellation1,Appellation2,Appellation3,Appellation4,wine_type,Varietals,Region,Year,Region2,Var
2569,13.0,Heavyweight,Red,86,13.0,"Very concentrated and fruity, this medium-bodied wine practically explodes with black-cherry aromas and bright berry flavors. It has very little tannin, which is unusual for the varietal.",https://www.winemag.com/buying-guide/heavyweight-2015-cabernet-sauvignon-california/,California,Heavyweight 2015 Cabernet Sauvignon (California),Heavyweight,Heavyweight,,,,Cabernet Sauvignon,,California,2015.0,,Cabernet Sauvignon
2570,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",White,86,14.0,"Starting out reduced, light aromas of herb, citrus zest, kiwi and other tropical fruits lead to lighter-styled fruit flavors. There are good things going on but the concentration seems light.",https://www.winemag.com/buying-guide/hedges-2017-cms-sauvignon-blanc-columbia-valley-wa/,Sauvignon Blanc,Hedges 2017 CMS Sauvignon Blanc (Columbia Valley (WA)),Hedges,Columbia Valley (WA), Columbia Valley, Washington, US,CMS Sauvignon Blanc,Sauvignon Blanc,,2017.0,Washington,Sauvignon Blanc
2571,13.5,Henry Estate,Red,86,25.0,"Vanilla scents and flavors dominate the palate, with a big lick of butterscotch following. There's a touch of cut tobacco, but all of the above flavors, though undeniably potent, almost completely obscure the fruit.",https://www.winemag.com/buying-guide/henry-estate-2016-pinot-noir-umpqua-valley/,Umpqua Valley,Henry Estate 2016 Pinot Noir (Umpqua Valley),Henry Estate,Henry Estate,,,,Pinot Noir,,Umpqua Valley,2016.0,,Pinot Noir
2572,14.8,Madrigal,Red,86,45.0,"Smooth, unfussy and moderate in structure, this is a ripe fruit-forward wine is robust in black-cherry and mocha flavors.",https://www.winemag.com/buying-guide/madrigal-2014-cabernet-sauvignon-napa-valley/,Napa Valley,Madrigal 2014 Cabernet Sauvignon (Napa Valley),Madrigal,Madrigal,,,,Cabernet Sauvignon,,Napa Valley,2014.0,,Cabernet Sauvignon
2573,13.5,Sand Point,White,86,12.0,"This full-bodied wine amps up the butter and vanilla notes on a rich soft texture. It is mouth-filling, verging on sweet, and feels low in acidity.",https://www.winemag.com/buying-guide/sand-point-2016-chardonnay-lodi/,Lodi,Sand Point 2016 Chardonnay (Lodi),Sand Point,Sand Point,,,,Chardonnay,,Lodi,2016.0,,Chardonnay
2574,12.5,Slater Run,Red,86,26.0,"This wine is ruby in color, with notes of red currant, plum and cherry on the nose and palate. A bit of earth also carries the flavors, with bright acidity that cuts the finish short.",https://www.winemag.com/buying-guide/slater-run-2016-cabernet-franc-virginia/,Virginia,Slater Run 2016 Cabernet Franc (Virginia),Slater Run,Slater Run,,,,Cabernet Franc,,Virginia,2016.0,,Cabernet Franc
2575,14.2,Veritas,Dessert,86,27.0,"This starts off with an interesting blend of hazelnuts, faint lemon preserves and whiff of artichoke on the nose. The palate brings a fresher pineapple tone, but devolves into an aftertaste of more artichoke. This wine is dry as a bone and bright in acidity.",https://www.winemag.com/buying-guide/veritas-2014-petit-manseng-monticello/,Monticello,Veritas 2014 Petit Manseng (Monticello),Veritas,Veritas,,,,Petit Manseng,,Monticello,2014.0,,Petit Manseng
2576,14.18,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,86,30.0,"Aromas of barrel spice, red apple and cherry are followed by nicely textured fruit flavors. The tannins bring a lot of grit and grip.",https://www.winemag.com/buying-guide/waterbrook-2015-reserve-merlot-columbia-valley-wa/,Merlot,Waterbrook 2015 Reserve Merlot (Columbia Valley (WA)),Waterbrook,Columbia Valley (WA), Columbia Valley, Washington, US,Reserve Merlot,Merlot,,2015.0,Washington,Merlot
2577,14.5,Wine Spots,Red,86,25.0,"Sweet tannins emphasize a rich rounded midpalate of jammy dark cherry and a smooth texture, making for a fruit-forward approachability that will please an array of palates at a fair price point.",https://www.winemag.com/buying-guide/wine-spots-2014-cabernet-sauvignon-napa-valley/,Napa Valley,Wine Spots 2014 Cabernet Sauvignon (Napa Valley),Wine Spots,Wine Spots,,,,Cabernet Sauvignon,,Napa Valley,2014.0,,Cabernet Sauvignon
2578,13.0,Liparita,White,86,35.0,"Rounded in nondescript aspects of apple and crushed stone, this lightly ripe white is floral in jasmine and honeysuckle and is easily quaffable.",https://www.winemag.com/buying-guide/liparita-2017-sauvignon-blanc-st-helena/,St. Helena,Liparita 2017 Sauvignon Blanc (St. Helena),Liparita,Liparita,,,,Sauvignon Blanc,,St. Helena,2017.0,,Sauvignon Blanc
2580,14.5,Sostener,Red,86,19.0,"Very ripe aromas of black plum, tangy earth and baked fruitcake show on the nose of this bottling, which is aimed at raising the sustainability message. Dried berries and leather reveal themselves on the palate, which is a touch overcooked but lifted by decent acid.",https://www.winemag.com/buying-guide/sostener-2015-pinot-noir-santa-lucia-highlands/,Santa Lucia Highlands,Sostener 2015 Pinot Noir (Santa Lucia Highlands),Sostener,Sostener,,,,Pinot Noir,,Santa Lucia Highlands,2015.0,,Pinot Noir
2581,14.8,"Sonoma Valley, Sonoma, California, US",Red,86,38.0,"Soft and moderately structured, this is a 100% varietal wine that's jammy in black cherry and berry with a strong presence of tannin.",https://www.winemag.com/buying-guide/st-annes-crossing-2014-slattery-road-cabernet-sauvignon-sonoma-valley/,Cabernet Sauvignon,St. Anne's Crossing 2014 Slattery Road Cabernet Sauvignon (Sonoma Valley),St. Anne's Crossing,Sonoma Valley, Sonoma, California, US,Slattery Road Cabernet Sauvignon,Cabernet Sauvignon,,2014.0,Sonoma Valley,Cabernet Sauvignon
2582,14.5,Stevens,Red,86,32.0,"Aromas of Band-Aid, dried cherry and dried orange peel are followed by Fruit Roll-Ups flavors. It all seems dried out.",https://www.winemag.com/buying-guide/stevens-2015-merlot-yakima-valley/,Yakima Valley,Stevens 2015 Merlot (Yakima Valley),Stevens,Stevens,,,,Merlot,,Yakima Valley,2015.0,,Merlot
2583,14.5,"Horse Heaven Hills, Columbia Valley, Washington, US",Red,86,30.0,"The aromas bring notes of vanilla, herb, tire rubber and dark fruit. The cherry flavors are sweet and plump, backed by soft tannins. The oak plays a prominent part in the show.",https://www.winemag.com/buying-guide/14-hands-2015-the-reserve-cabernet-sauvignon-horse-heaven-hills/,Cabernet Sauvignon,14 Hands 2015 The Reserve Cabernet Sauvignon (Horse Heaven Hills),14 Hands,Horse Heaven Hills, Columbia Valley, Washington, US,The Reserve Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
2584,12.8,"Templeton Gap District, Central Coast, California, US",Red,86,52.0,"Black currant, balsamic blackberry, roasted meat and purple flowers show on the nose of this blend of 60% Sangiovese and 40% Cabernet Sauvignon. There is chalky grip on the sip, which grows quite strong by the finished, and tangy flavors of balsamic fig sauce.",https://www.winemag.com/buying-guide/bella-luna-2014-estate-riserva-sangiovese-cabernet-sauvignon-templeton-gap-district/,Sangiovese-Cabernet Sauvignon,Bella Luna 2014 Estate Riserva Sangiovese-Cabernet Sauvignon (Templeton Gap District),Bella Luna,Templeton Gap District, Central Coast, California, US,Estate Riserva,Sangiovese,,2014.0,Central Coast,Sangiovese
2585,13.5,Broken Earth,Red,86,17.0,"Hickory smoke wafts across the nose of this bottling against a red berry backdrop. That smoky character extends to the palate, which also shows blackberry jam and tangy plum-skin flavors.",https://www.winemag.com/buying-guide/broken-earth-2015-cabernet-sauvignon-paso-robles/,Paso Robles,Broken Earth 2015 Cabernet Sauvignon (Paso Robles),Broken Earth,Broken Earth,,,,Cabernet Sauvignon,,Paso Robles,2015.0,,Cabernet Sauvignon
2586,15.5,"Horse Heaven Hills, Columbia Valley, Washington, US",Red,86,40.0,The aromas show notes of bruised apple and pear. Lighter-styled plum flavors follow. It doesn't all work.,https://www.winemag.com/buying-guide/columbia-crest-2015-reserve-andrews-rowell-vineyard-malbec-horse-heaven-hills/,Malbec,Columbia Crest 2015 Reserve Andrews & Rowell Vineyard Malbec (Horse Heaven Hills),Columbia Crest,Horse Heaven Hills, Columbia Valley, Washington, US,Reserve Andrews,Malbec,,2015.0,Washington,Malbec
2587,13.5,"Red Mountain, Columbia Valley, Washington, US",Red,86,30.0,"Aromas of medicine cabinet, dried fruit, dried tobacco and spice lead to elegantly styled fruit flavors. It shows a lot of restraint for the vintage and appellation.",https://www.winemag.com/buying-guide/goedhart-family-2013-bel-villa-vineyard-rmava-grand-class-syrah-red-mountain/,Syrah,Goedhart Family 2013 Bel' Villa Vineyard RMAVA Grand Class Syrah (Red Mountain),Goedhart Family,Red Mountain, Columbia Valley, Washington, US,,Syrah,,2013.0,Washington,Syrah
2588,13.0,Kirkland Signature,Red,86,13.0,"This is a tasty, dry, well-balanced wine that offers plenty of fruit flavor and a nice nip of tannin in the texture. It has a figgy aroma and ripe strawberry and plum flavors that will please a crowd.",https://www.winemag.com/buying-guide/kirkland-signature-2016-cabernet-sauvignon-california/,California,Kirkland Signature 2016 Cabernet Sauvignon (California),Kirkland Signature,Kirkland Signature,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
2589,11.4,Abacela,White,86,18.0,"This new vintage again hits the sweeter side of off dry at 33 g/L residual sugar. It's almost syrupy, but for the ample acidity that underscores flavors of lime and oranges. Despite all the sugar, the finish turns slightly bitter.",https://www.winemag.com/buying-guide/abacela-2017-muscat-umpqua-valley/,Umpqua Valley,Abacela 2017 Muscat (Umpqua Valley),Abacela,Abacela,,,,Muscat,,Umpqua Valley,2017.0,,Muscat
2590,14.0,Ballard Lane,Red,86,12.0,"A touch reductive even with plenty of time to breathe, this bottling offers ripe blackberry, tar and game aromas on the nose. Dried herbs, more game and sour black fruits show on the palate, which ends on a vanilla-cookie finish.",https://www.winemag.com/buying-guide/ballard-lane-2014-zinfandel-paso-robles/,Paso Robles,Ballard Lane 2014 Zinfandel (Paso Robles),Ballard Lane,Ballard Lane,,,,Zinfandel,,Paso Robles,2014.0,,Zinfandel
2591,14.6,"Knights Valley, Sonoma, California, US",White,86,28.0,"Nutty, metallic and tropical, this estate-grown white takes on a voluptuous, unctuous texture and sweet ripeness.",https://www.winemag.com/buying-guide/lawer-2016-betsys-vineyard-viognier-knights-valley/,Viognier,Lawer 2016 Betsy's Vineyard Viognier (Knights Valley),Lawer,Knights Valley, Sonoma, California, US,,Viognier,,2016.0,California,Viognier
2592,14.5,"Sonoma Valley, Sonoma, California, US",Red,86,46.0,"Turned earth, compost and dried herb greet the entry of this full-bodied, fully ripe wine, intense in compressed, jammy red and black fruit.",https://www.winemag.com/buying-guide/ledson-2014-estate-vineyard-syrah-sonoma-valley/,Syrah,Ledson 2014 Estate Vineyard Syrah (Sonoma Valley),Ledson,Sonoma Valley, Sonoma, California, US,Estate Vineyard Syrah,Syrah,,2014.0,Sonoma Valley,Syrah
2593,13.5,Magnolia Court Dorrian,Red,86,12.0,"Bright red berries and slightly damp herbs show on the inviting nose of this bottling, which starts quite juicy. The mouthfeel is fairly light and fresh if simple and easy, with decent acidity though not much structure.",https://www.winemag.com/buying-guide/magnolia-court-dorrian-2016-cabernet-sauvignon-california/,California,Magnolia Court Dorrian 2016 Cabernet Sauvignon (California),Magnolia Court Dorrian,Magnolia Court Dorrian,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
2594,12.5,Charles Krug,White,86,18.0,"Grassy and herbal, this white is tart and tight in acidity, with a low level of ripeness that keeps it crisp and clean. Lemongrass and lime round out the finish.",https://www.winemag.com/buying-guide/charles-krug-2017-sauvignon-blanc-st-helena/,St. Helena,Charles Krug 2017 Sauvignon Blanc (St. Helena),Charles Krug,Charles Krug,,,,Sauvignon Blanc,,St. Helena,2017.0,,Sauvignon Blanc
2595,13.8,"Paso Robles, Central Coast, California, US",Red,86,15.0,"Lighter than most Petite Sirahs, this bottling shows a boysenberry-laced fruit-punch aroma on the nose alongside cola and black-cherry soda pop. The palate is very juicy with plum, violet and lavender touches.",https://www.winemag.com/buying-guide/chronic-cellars-2016-suite-petite-petite-sirah-paso-robles/,Petite Sirah,Chronic Cellars 2016 Suite Petite Petite Sirah (Paso Robles),Chronic Cellars,Paso Robles, Central Coast, California, US,Suite Petite Petite Sirah,Petite Sirah,,2016.0,Paso Robles,Petite Sirah
2596,13.0,"Horse Heaven Hills, Columbia Valley, Washington, US",White,86,15.0,"Bright aromas of melon rind, lemon zest and toast lead to lighter-styled tropical-fruit flavors. The concentration seems quite light. Pink-grapefruit notes linger on the finish.",https://www.winemag.com/buying-guide/columbia-crest-2016-h3-sauvignon-blanc-horse-heaven-hills/,Sauvignon Blanc,Columbia Crest 2016 H3 Sauvignon Blanc (Horse Heaven Hills),Columbia Crest,Horse Heaven Hills, Columbia Valley, Washington, US,,Sauvignon Blanc,,2016.0,Washington,Sauvignon Blanc
2597,15.1,Écluse,Red,86,39.0,"This Zinfandel is crafted in a more underripe style, which is a laudable effort, but falls a bit short. Aromas of tangy plum skin, mulberry and baked tomato lead into a earthy palate of moss, tobacco and tomato leaf.",https://www.winemag.com/buying-guide/ecluse-2015-zinfandel-paso-robles/,Paso Robles,Écluse 2015 Zinfandel (Paso Robles),Écluse,Écluse,,,,Zinfandel,,Paso Robles,2015.0,,Zinfandel
2598,12.8,"Virginia, Virginia, US",White,86,25.0,"This blend of Petit Manseng, Seval Blanc and Riesling is shy on the nose, with just a whiff of lemon and pistachio. The palate is much more intense, boasting flavors of aloe vera, lychee and pear drop. Off dry and light in body, it's an easy-drinking wine perfect for a picnic.",https://www.winemag.com/buying-guide/james-charles-2017-cuvee-de-la-reine-white-virginia/,White Blend,James Charles 2017 Cuvée de la Reine White (Virginia),James Charles,Virginia, Virginia, US,,,White Blend,,2017.0,Virginia,White Blend
2599,12.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,86,40.0,"This wine is a blend of fruit from the Tudor, McKinley Springs and Clifton Hill vineyards. Aromas of maple sugar candy, boysenberry, fresh herb and barrel spice are followed by a mild concentration of fruit flavors.",https://www.winemag.com/buying-guide/maryhill-2015-proprietors-reserve-cabernet-sauvignon-columbia-valley-wa/,Cabernet Sauvignon,Maryhill 2015 Proprietor's Reserve Cabernet Sauvignon (Columbia Valley (WA)),Maryhill,Columbia Valley (WA), Columbia Valley, Washington, US,,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
2600,12.6,"Oregon, Oregon Other, Oregon, US",Rose,86,13.0,"Pale salmon in color, the aromas are light and lack a sense of clarity. The palate is dry with an assortment of strawberry, herb and cherry flavors, with ale notes on the finish. It doesn't quite seem to have fully settled in.",https://www.winemag.com/buying-guide/primarius-2017-pinot-noir-rose-oregon/,Rosé,Primarius 2017 Pinot Noir Rosé (Oregon),Primarius,Oregon, Oregon Other, Oregon, US,Pinot Noir,Rosé,,2017.0,Oregon,Rosé
2601,12.4,"Virginia, Virginia, US",White,86,28.0,"Lemon curd and pineapple aromas are melded together with wet stone and white peach in this Albariño. The flavors are tropical and savory with a salty aftertaste. Medium in body and acidity, the finish follows suit and ends on an overripe note.",https://www.winemag.com/buying-guide/the-williamsburg-winery-2017-wessex-hundred-albarino-virginia/,Albariño,The Williamsburg Winery 2017 Wessex Hundred Albariño (Virginia),The Williamsburg Winery,Virginia, Virginia, US,,Wessex Hundred,Albariño,,2017.0,Virginia,Albariño
2602,13.5,"Chehalem Mountains, Willamette Valley, Oregon, US",Red,86,60.0,"A strange wine, its dense aromatics smell like sweet hay. Those flavors are joined with a touch of mulberry, quickly turning dilute and fading away.",https://www.winemag.com/buying-guide/torii-mor-2016-hoy-vineyard-pinot-noir-chehalem-mountains/,Pinot Noir,Torii Mor 2016 Hoy Vineyard Pinot Noir (Chehalem Mountains),Torii Mor,Chehalem Mountains, Willamette Valley, Oregon, US,Hoy Vineyard Pinot Noir,Pinot Noir,,2016.0,Willamette Valley,Pinot Noir
2603,13.5,"Virginia, Virginia, US",Rose,86,25.0,"Watermelon, orange pith and lavender shine on the nose and carry through to the palate where it's met with a stony character. This is well balanced throughout, with a long and fresh finish.",https://www.winemag.com/buying-guide/veramar-2017-jb-winemaker-series-rose-virginia/,Rosé,Veramar 2017 JB Winemaker Series Rosé (Virginia),Veramar,Virginia, Virginia, US,,JB Winemaker Series,Rosé,,2017.0,Virginia,Rosé
2605,12.0,"Ancient Lakes, Columbia Valley, Washington, US",Rose,86,20.0,"Pale-salmon colored, aromas of strawberry Jolly Rancher, watermelon and cherry lead to off-dry lightly spritzy fruit flavors that tingle the palate.",https://www.winemag.com/buying-guide/vino-la-monarcha-2017-pinot-noir-rose-ancient-lakes/,Rosé,Vino La Monarcha 2017 Pinot Noir Rosé (Ancient Lakes),Vino La Monarcha,Ancient Lakes, Columbia Valley, Washington, US,Pinot Noir,Rosé,,2017.0,Washington,Rosé
2606,13.0,"Columbia Valley (OR), Oregon Other, Oregon, US",White,86,15.0,"The aromas bring notes of roasted corn on the cob along with peach. The flavors come off as lightly sweet, with pineapple on the finish.",https://www.winemag.com/buying-guide/watermill-2016-chances-r-chardonnay-columbia-valley-or/,Chardonnay,Watermill 2016 Chances R Chardonnay (Columbia Valley (OR)),Watermill,Columbia Valley (OR), Oregon Other, Oregon, US,Chances R Chardonnay,Chardonnay,,2016.0,Oregon,Chardonnay
2607,12.3,"Yakima Valley, Columbia Valley, Washington, US",White,86,25.0,"Starting out a bit reduced, the aromas open to reveal notes of citrus zest and herb. The palate is quite light in style, not holding together on the finish.",https://www.winemag.com/buying-guide/ambassador-vineyard-2017-special-selection-sauvignon-blanc-yakima-valley/,Sauvignon Blanc,Ambassador Vineyard 2017 Special Selection Sauvignon Blanc (Yakima Valley),Ambassador Vineyard,Yakima Valley, Columbia Valley, Washington, US,Special Selection Sauvignon Blanc,Sauvignon Blanc,,2017.0,Yakima Valley,Sauvignon Blanc
2608,14.23,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,86,15.0,"Lighter in color, blueberry, smoke and herb aromas lead to quite-light-seeming fruit flavors. The concentration doesn't seem all there but what is there is pleasant.",https://www.winemag.com/buying-guide/apex-2016-the-catalyst-red-columbia-valley-wa/,Red Blend,Apex 2016 The Catalyst Red (Columbia Valley (WA)),Apex,Columbia Valley (WA), Columbia Valley, Washington, US,The Catalyst Red,Red Blend,,2016.0,Washington,Red Blend
2609,14.2,"Sonoma Mountain, Sonoma, California, US",White,86,26.0,"Strong flavors and aromas of pea shoots, peach and sweet vanilla give this wine a richness and full-bodied, fleshy personality.",https://www.winemag.com/buying-guide/belden-barns-2017-estate-sauvignon-blanc-sonoma-mountain/,Sauvignon Blanc,Belden Barns 2017 Estate Sauvignon Blanc (Sonoma Mountain),Belden Barns,Sonoma Mountain, Sonoma, California, US,Estate Sauvignon Blanc,Sauvignon Blanc,,2017.0,Sonoma Mountain,Sauvignon Blanc
2610,14.5,"Horse Heaven Hills, Columbia Valley, Washington, US",Red,86,15.0,"The mint, green herb, vanilla and blackberry aromas are elusive. The flavors are lightly styled, with a sweet finish.",https://www.winemag.com/buying-guide/columbia-crest-2015-les-chevaux-red-horse-heaven-hills/,Red Blend,Columbia Crest 2015 Les Chevaux Red (Horse Heaven Hills),Columbia Crest,Horse Heaven Hills, Columbia Valley, Washington, US,Les Chevaux Red,Red Blend,,2015.0,Washington,Red Blend
2611,13.0,DaMa,Red,86,45.0,"This wine is quite light in color for the variety. Aromas of fresh tobacco, orange peel and herb are followed by lighter-styled fruit flavors. It all seems quite dialed back, not appearing to have fully ripened and fleshed out.",https://www.winemag.com/buying-guide/dama-2015-tempranillo-columbia-valley-wa/,Columbia Valley (WA),DaMa 2015 Tempranillo (Columbia Valley (WA)),DaMa,DaMa,,,,Tempranillo,,,2015.0,,Tempranillo
2612,14.7,"Napa Valley, Napa, California, US",Red,86,85.0,"This is made from nearly equal parts of Petit Verdot, Cabernet Sauvignon and Malbec, with smaller amounts of Merlot and Cabernet Franc. Given more than two years in French oak, half of it new, this wine is largely defined by that oak, a mix of tannin and dried herb.",https://www.winemag.com/buying-guide/hestan-2014-stephanie-proprietary-red-napa-valley/,Bordeaux-style Red Blend,Hestan 2014 Stephanie Proprietary Red (Napa Valley),Hestan,Napa Valley, Napa, California, US,Stephanie Proprietary Red,Red Blend,,2014.0,Napa Valley,Red Blend
2613,12.2,"Virginia, Virginia, US",Red,86,29.0,"Eucalyptus and cranberry aromas are fresh on the nose, leading to a palate that is driven by oak spices. The tannins are thick and resinous in feel.",https://www.winemag.com/buying-guide/james-charles-2017-arrivato-1913-ameritage-merlot-cabernet-sauvignon-virginia/,Merlot-Cabernet Sauvignon,James Charles 2017 Arrivato 1913 Ameritage Merlot-Cabernet Sauvignon (Virginia),James Charles,Virginia, Virginia, US,,Arrivato,Merlot,,2017.0,Virginia,Merlot
2614,13.5,Line 39,Red,86,11.0,"The ripe berry exuberance of this medium-bodied wine is undeniable as it oozes blackberry aromas and black-cherry flavors uncomplicated by much oak influence. A smooth texture, low acid and tannins make it easy to sip.",https://www.winemag.com/buying-guide/line-39-2016-cabernet-sauvignon-california/,California,Line 39 2016 Cabernet Sauvignon (California),Line 39,Line 39,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
2615,12.8,"Russian River Valley, Sonoma, California, US",White,86,37.0,"Floral and brimming in green apple on entry, this wine takes on a confectionery air of candied ginger and tropical mango as it opens in the glass.",https://www.winemag.com/buying-guide/maclaren-2017-aida-viognier-russian-river-valley/,Viognier,MacLaren 2017 Aida Viognier (Russian River Valley),MacLaren,Russian River Valley, Sonoma, California, US,Aida Viognier,Viognier,,2017.0,Russian River Valley,Viognier
2616,13.0,Rascal,Red,86,13.0,"The fruit is thin and some bitter components come through the tannins. It's built around quite light flavors of sweet cherry, with little depth. It's a simple wine suitable for every day consumption.",https://www.winemag.com/buying-guide/rascal-2016-pinot-noir-oregon/,Oregon,Rascal 2016 Pinot Noir (Oregon),Rascal,Rascal,,,,Pinot Noir,,Oregon,2016.0,,Pinot Noir
2617,12.9,"Happy Canyon of Santa Barbara, Central Coast, California, US",White,86,25.0,"Baked lemon and orange meet with grassy aromas on the rather reductive nose of this bottling, which also shows lots of dried citrus pith. Tangy lemon peel and very ripe nectarine flavors arise on the palate.",https://www.winemag.com/buying-guide/sevtap-2016-leyla-semillon-happy-canyon-of-santa-barbara/,Sémillon,Sevtap 2016 Leyla Semillon (Happy Canyon of Santa Barbara),Sevtap,Happy Canyon of Santa Barbara, Central Coast, California, US,Leyla Semillon,Sémillon,,2016.0,Happy Canyon of Santa Barbara,Sémillon
2618,14.4,Sevtap,White,86,20.0,"Citrus rinds, pear flesh and a hint of nectarine show on the nose of this bottling. Warm yellow-apple flavors meet with poached pear and blanched almond on the palate.",https://www.winemag.com/buying-guide/sevtap-2016-vermentino-santa-ynez-valley/,Santa Ynez Valley,Sevtap 2016 Vermentino (Santa Ynez Valley),Sevtap,Sevtap,,,,Vermentino,,Santa Ynez Valley,2016.0,,Vermentino
2619,14.8,Spangler,Red,86,28.0,"This is a spicy, peppery wine with sharply herbal scents and flavors. There are light hints of berry and a touch of leather. Overall, it's a rather green take on the variety, with little varietal specificity.",https://www.winemag.com/buying-guide/spangler-2014-cabernet-franc-southern-oregon/,Southern Oregon,Spangler 2014 Cabernet Franc (Southern Oregon),Spangler,Spangler,,,,Cabernet Franc,,Southern Oregon,2014.0,,Cabernet Franc
2620,14.1,"Russian River Valley, Sonoma, California, US",Rose,86,20.0,"Dark in color, this is a textured, tannic and dry wine, robust in rose petal, dark cherry and pomegranate.",https://www.winemag.com/buying-guide/taft-street-2017-rose-of-pinot-noir-russian-river-valley/,Pinot Noir,Taft Street 2017 Rosé of Pinot Noir (Russian River Valley),Taft Street,Russian River Valley, Sonoma, California, US,,Pinot Noir,,2017.0,Russian River Valley,Pinot Noir
2621,13.9,"Oakville, Napa, California, US",White,86,32.0,"Pea shoots, lemon and wet stone contribute graceful flavors to this wine, which has a metallic edge to its medium-bodied texture.",https://www.winemag.com/buying-guide/tamber-bey-2017-lizzys-vineyard-sauvignon-blanc-oakville/,Sauvignon Blanc,Tamber Bey 2017 Lizzy's Vineyard Sauvignon Blanc (Oakville),Tamber Bey,Oakville, Napa, California, US,,Sauvignon Blanc,,2017.0,Oakville,Sauvignon Blanc
2622,13.4,"Columbia Valley (WA), Columbia Valley, Washington, US",White,86,38.0,"This wine includes 18% Roussanne, 3% Marsanne, 2% Viognier and 1% Picpoul. The aromas draw you into the glass, with notes of lees, lemon peel, herb, vanilla and barrel spice (aged in 75% new puncheons). The palate can't deliver on the promise, seeming quite light, with the concentration of the fruit not able to stand up to the barrel influence.",https://www.winemag.com/buying-guide/the-walls-2016-lip-stinger-french-creek-vineyard-grenache-blanc-columbia-valley-wa/,Grenache Blanc,The Walls 2016 Lip Stinger French Creek Vineyard Grenache Blanc (Columbia Valley (WA)),The Walls,Columbia Valley (WA), Columbia Valley, Washington, US,Lip Stinger French Creek Vineyard Grenache Blanc,Grenache,,2016.0,Washington,Grenache
2623,11.5,Three Rivers,White,86,18.0,"Aromas of apricot, lime leaf, herb and gasoline lead to sweet fruit flavors. It's a straightforward easy drinker.",https://www.winemag.com/buying-guide/three-rivers-2017-riesling-columbia-valley-wa/,Columbia Valley (WA),Three Rivers 2017 Riesling (Columbia Valley (WA)),Three Rivers,Three Rivers,,,,Riesling,,,2017.0,,Riesling
2624,12.2,"Virginia, Virginia, US",Red,86,35.0,"High-toned aromas of cranberry, rubber and coconut lead to the palate. The acidity is bright and the tannins are bracing, giving way to a long, racy finish.",https://www.winemag.com/buying-guide/veramar-2017-jb-winemaker-series-terracotta-sangiovese-cabernet-sauvignon-virginia/,Sangiovese-Cabernet Sauvignon,Veramar 2017 JB Winemaker Series Terracotta Sangiovese-Cabernet Sauvignon (Virginia),Veramar,Virginia, Virginia, US,,JB Winemaker Series Terracotta,Sangiovese,,2017.0,Virginia,Sangiovese
2625,13.3,"Virginia, Virginia, US",White,86,28.0,"Aromas of honeydew and fennel are pleasant on the nose, with the palate bringing flavors of lime zest and more herbs. Racy acidity brovides the backbone, leading to a long, zippy finish.",https://www.winemag.com/buying-guide/veramar-2017-jb-winemaker-series-vidal-blanc-virginia/,Vidal Blanc,Veramar 2017 JB Winemaker Series Vidal Blanc (Virginia),Veramar,Virginia, Virginia, US,,JB Winemaker Series Vidal Blanc,Vidal Blanc,,2017.0,Virginia,Vidal Blanc
2626,13.83,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,86,30.0,"The aromas show notes of fresh herb, plum, spice and orange peel. The flavors are light and sleek, not showing the variety's more generous side but still providing interest.",https://www.winemag.com/buying-guide/waterbrook-2015-reserve-malbec-columbia-valley-wa/,Malbec,Waterbrook 2015 Reserve Malbec (Columbia Valley (WA)),Waterbrook,Columbia Valley (WA), Columbia Valley, Washington, US,Reserve Malbec,Malbec,,2015.0,Washington,Malbec
2627,14.0,Watermill,Red,86,30.0,"Dark raspberry, milk chocolate and coffee aromas lead to lightly sweet-seeming fruit flavors. Smoky notes linger on the finish. It doesn't seem to have fully settled in, and the concentration seems a bit light.",https://www.winemag.com/buying-guide/watermill-2016-merlot-walla-walla-valley-or/,Walla Walla Valley (OR),Watermill 2016 Merlot (Walla Walla Valley (OR)),Watermill,Watermill,,,,Merlot,,,2016.0,,Merlot
2628,14.1,Allan Hancock,White,85,14.0,"Very light and quite bubbly in the glass, this bottling offers lots of chalky, key lime and botanical aromas. The bubbles are also very present on the sip, with lime rind and flint flavors.",https://www.winemag.com/buying-guide/allan-hancock-2016-white-santa-barbara-county/,Santa Barbara County,Allan Hancock 2016 White (Santa Barbara County),Allan Hancock,Allan Hancock,,,,White,,Santa Barbara County,2016.0,,White
